T	Ref-test1a-s1	Ref-test1a-s2	Ref-test1b-s1	Ref-test1b-s2	Ref-test1c-s1	Ref-test1c-s2	Ref-test1d-s1	Ref-test1d-s2	Ref-test1e-s1	Ref-test1e-s2	Ref-test1f-s1	Ref-test1f-s2	Ref-test3-s1	Ref-test3-s2	Ref-test4-s1	Ref-test4-s2	Results-test1a-s1	Results-test1a-s2	Results-test1b-s1	Results-test1b-s2	Results-test1c-s1	Results-test1c-s2	Results-test1d-s1	Results-test1d-s2	Results-test1e-s1	Results-test1e-s2	Results-test1f-s1	Results-test1f-s2	Results-test3-s1	Results-test3-s2	Results-test4-s1	Results-test4-s2
904.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49323	323.87573	310.50558	322.75247	310.49585	322.75247	310.4209	374.79666	368.806	374.7545	368.82642	337.038	311.757	338.39	313.824	338.183	311.617	338.19	311.625	338.089	311.425	337.881	311.759	388.116	356.157	388.157	356.183
905.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49323	323.87573	310.50558	322.75247	310.49585	322.75247	310.4209	374.80316	368.82547	374.76096	368.84583	337.04	311.76	338.392	313.828	338.184	311.62	338.192	311.628	338.091	311.427	337.883	311.762	388.142	356.19	388.183	356.217
906.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49323	323.87576	310.50558	322.75247	310.49585	322.75247	310.4209	374.80963	368.84482	374.76736	368.86514	337.042	311.763	338.394	313.831	338.186	311.623	338.194	311.631	338.092	311.43	337.885	311.765	388.168	356.224	388.209	356.25
907.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49323	323.87576	310.50558	322.75247	310.49588	322.75247	310.4209	374.81604	368.8641	374.7737	368.88437	337.044	311.766	338.397	313.835	338.188	311.625	338.196	311.633	338.094	311.433	337.887	311.767	388.194	356.257	388.235	356.283
908.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49326	323.87576	310.50558	322.75247	310.49588	322.75247	310.4209	374.82245	368.8833	374.78006	368.9035	337.045	311.769	338.399	313.838	338.19	311.628	338.198	311.636	338.096	311.436	337.889	311.77	388.22	356.29	388.261	356.316
909.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49326	323.87576	310.5056	322.75247	310.49588	322.75247	310.42093	374.8288	368.9024	374.78635	368.92258	337.047	311.771	338.401	313.841	338.192	311.631	338.199	311.639	338.098	311.438	337.89	311.773	388.246	356.323	388.287	356.349
910.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49326	323.87576	310.5056	322.75247	310.49588	322.75247	310.42093	374.8351	368.92142	374.79263	368.94153	337.049	311.774	338.403	313.845	338.194	311.633	338.201	311.641	338.1	311.441	337.892	311.776	388.272	356.356	388.313	356.382
911.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49326	323.87576	310.5056	322.75247	310.49588	322.75247	310.42093	374.8414	368.94037	374.79886	368.96042	337.051	311.777	338.405	313.848	338.196	311.636	338.203	311.644	338.102	311.444	337.894	311.779	388.298	356.389	388.339	356.416
912.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49326	323.87576	310.5056	322.75247	310.49588	322.75247	310.42093	374.84766	368.9592	374.80505	368.97922	337.053	311.78	338.408	313.852	338.197	311.639	338.205	311.647	338.103	311.447	337.896	311.781	388.323	356.422	388.365	356.449
913.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.49326	323.87576	310.5056	322.75247	310.4959	322.75247	310.42093	374.85388	368.97797	374.81122	368.99792	337.054	311.782	338.41	313.855	338.199	311.642	338.207	311.649	338.105	311.449	337.898	311.784	388.349	356.455	388.39	356.481
914.0	322.75247	310.4209	319.2811	310.4418	323.76865	310.4933	323.87576	310.5056	322.75247	310.4959	322.75247	310.42093	374.86008	368.99664	374.81732	369.01657	337.056	311.785	338.412	313.859	338.201	311.644	338.208	311.652	338.107	311.452	337.899	311.787	388.375	356.488	388.416	356.514
915.0	322.75247	310.4209	319.2811	310.4418	323.76868	310.4933	323.87576	310.5056	322.75247	310.4959	322.75247	310.42093	374.8662	369.01523	374.82343	369.03513	337.058	311.788	338.414	313.862	338.203	311.647	338.21	311.655	338.109	311.455	337.901	311.79	388.4	356.521	388.441	356.547
916.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.4933	323.87576	310.50565	322.75247	310.4959	322.75247	310.42093	374.8723	369.03375	374.82947	369.05356	337.06	311.791	338.416	313.865	338.205	311.65	338.212	311.657	338.111	311.457	337.903	311.792	388.426	356.554	388.467	356.58
917.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.4933	323.87576	310.50565	322.75247	310.4959	322.75247	310.42093	374.87842	369.0522	374.8355	369.07196	337.061	311.794	338.419	313.869	338.206	311.652	338.214	311.66	338.112	311.46	337.905	311.795	388.451	356.586	388.492	356.613
918.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.4933	323.87576	310.50565	322.75247	310.4959	322.75247	310.42093	374.88446	369.07053	374.8415	369.09024	337.063	311.796	338.421	313.872	338.208	311.655	338.216	311.663	338.114	311.463	337.906	311.798	388.476	356.619	388.518	356.645
919.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.4933	323.87576	310.50565	322.75247	310.4959	322.75247	310.42093	374.89047	369.08878	374.84744	369.10846	337.065	311.799	338.423	313.875	338.21	311.658	338.217	311.665	338.116	311.466	337.908	311.801	388.502	356.652	388.543	356.678
920.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.4933	323.87576	310.50565	322.75247	310.49594	322.75247	310.42093	374.89645	369.10696	374.85336	369.1266	337.067	311.802	338.425	313.879	338.212	311.66	338.219	311.668	338.118	311.468	337.91	311.803	388.527	356.684	388.568	356.711
921.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50565	322.75247	310.49594	322.75247	310.42093	374.90237	369.12506	374.85925	369.14462	337.068	311.804	338.427	313.882	338.213	311.663	338.221	311.67	338.119	311.471	337.912	311.806	388.552	356.717	388.593	356.743
922.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50568	322.75247	310.49594	322.75247	310.42093	374.9083	369.14307	374.8651	369.1626	337.07	311.807	338.429	313.886	338.215	311.665	338.223	311.673	338.121	311.474	337.913	311.809	388.577	356.749	388.618	356.776
923.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50568	322.75247	310.49594	322.75247	310.42093	374.91418	369.16098	374.87094	369.18045	337.072	311.81	338.431	313.889	338.217	311.668	338.224	311.676	338.123	311.476	337.915	311.812	388.602	356.782	388.643	356.808
924.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50568	322.75247	310.49594	322.75247	310.42096	374.92	369.17883	374.87674	369.19827	337.073	311.813	338.433	313.892	338.219	311.671	338.226	311.678	338.125	311.479	337.917	311.814	388.627	356.814	388.669	356.841
925.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50568	322.75247	310.49594	322.75247	310.42096	374.92584	369.1966	374.88248	369.21597	337.075	311.815	338.436	313.896	338.22	311.673	338.228	311.681	338.126	311.481	337.919	311.817	388.652	356.846	388.693	356.873
926.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50568	322.75247	310.49594	322.75247	310.42096	374.9316	369.2143	374.8882	369.2336	337.077	311.818	338.438	313.899	338.222	311.676	338.23	311.683	338.128	311.484	337.92	311.82	388.677	356.879	388.718	356.905
927.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50568	322.75247	310.49597	322.75247	310.42096	374.93735	369.23187	374.8939	369.25116	337.079	311.821	338.44	313.902	338.224	311.678	338.231	311.686	338.13	311.487	337.922	311.822	388.702	356.911	388.743	356.938
928.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49332	323.87576	310.50568	322.75247	310.49597	322.75247	310.42096	374.94308	369.24942	374.89957	369.26865	337.08	311.823	338.442	313.905	338.226	311.681	338.233	311.688	338.131	311.489	337.924	311.825	388.727	356.943	388.768	356.97
929.0	322.75247	310.42093	319.2811	310.4418	323.76868	310.49335	323.8758	310.50568	322.75247	310.49597	322.75247	310.42096	374.94876	369.26685	374.90518	369.28604	337.082	311.826	338.444	313.909	338.227	311.684	338.235	311.691	338.133	311.492	337.925	311.828	388.751	356.975	388.793	357.002
930.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.49597	322.75247	310.42096	374.9544	369.2842	374.9108	369.30334	337.084	311.829	338.446	313.912	338.229	311.686	338.236	311.694	338.135	311.495	337.927	311.83	388.776	357.007	388.817	357.034
931.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.49597	322.75247	310.42096	374.96002	369.3015	374.91635	369.3206	337.085	311.831	338.448	313.915	338.231	311.689	338.238	311.696	338.136	311.497	337.929	311.833	388.801	357.039	388.842	357.066
932.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.49597	322.75247	310.42096	374.9656	369.3187	374.9219	369.33774	337.087	311.834	338.45	313.918	338.232	311.691	338.24	311.699	338.138	311.5	337.93	311.836	388.825	357.071	388.867	357.098
933.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.49597	322.75247	310.42096	374.97116	369.33585	374.9274	369.35483	337.089	311.837	338.452	313.922	338.234	311.694	338.241	311.701	338.14	311.502	337.932	311.838	388.85	357.103	388.891	357.13
934.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.49597	322.75247	310.42096	374.97668	369.35287	374.93286	369.37183	337.09	311.839	338.454	313.925	338.236	311.696	338.243	311.704	338.141	311.505	337.934	311.841	388.874	357.135	388.916	357.162
935.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.496	322.75247	310.42096	374.9822	369.36984	374.9383	369.38873	337.092	311.842	338.456	313.928	338.237	311.699	338.245	311.706	338.143	311.508	337.935	311.843	388.899	357.167	388.94	357.194
936.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.496	322.75247	310.42096	374.98767	369.38675	374.94373	369.40558	337.093	311.844	338.458	313.931	338.239	311.701	338.246	311.709	338.145	311.51	337.937	311.846	388.923	357.199	388.964	357.226
937.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49335	323.8758	310.5057	322.75247	310.496	322.75247	310.42096	374.9931	369.40356	374.9491	369.42233	337.095	311.847	338.46	313.935	338.241	311.704	338.248	311.711	338.146	311.513	337.939	311.849	388.947	357.231	388.989	357.257
938.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49338	323.8758	310.50574	322.75247	310.496	322.75247	310.42096	374.9985	369.4203	374.95444	369.43903	337.097	311.85	338.462	313.938	338.242	311.707	338.25	311.714	338.148	311.515	337.94	311.851	388.972	357.262	389.013	357.289
939.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49338	323.8758	310.50574	322.75247	310.496	322.75247	310.42096	375.00388	369.43695	374.95978	369.45563	337.098	311.852	338.464	313.941	338.244	311.709	338.251	311.716	338.15	311.518	337.942	311.854	388.996	357.294	389.037	357.321
940.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49338	323.8758	310.50574	322.75247	310.496	322.75247	310.42096	375.00922	369.45352	374.96506	369.47217	337.1	311.855	338.466	313.944	338.246	311.712	338.253	311.719	338.151	311.52	337.943	311.856	389.02	357.326	389.061	357.352
941.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49338	323.8758	310.50574	322.75247	310.496	322.75247	310.421	375.01453	369.47003	374.9703	369.48865	337.102	311.857	338.468	313.947	338.247	311.714	338.255	311.721	338.153	311.523	337.945	311.859	389.044	357.357	389.085	357.384
942.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49338	323.8758	310.50574	322.75247	310.496	322.75247	310.421	375.0198	369.48648	374.97552	369.505	337.103	311.86	338.47	313.951	338.249	311.717	338.256	311.724	338.154	311.525	337.947	311.862	389.068	357.389	389.109	357.416
943.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49338	323.8758	310.50574	322.75247	310.496	322.75247	310.421	375.02505	369.5028	374.98074	369.52133	337.105	311.863	338.472	313.954	338.25	311.719	338.258	311.726	338.156	311.528	337.948	311.864	389.092	357.42	389.133	357.447
944.0	322.75247	310.42096	319.2811	310.4418	323.76868	310.49338	323.8758	310.50574	322.75247	310.49603	322.75247	310.421	375.03027	369.5191	374.9859	369.53754	337.106	311.865	338.474	313.957	338.252	311.722	338.259	311.729	338.158	311.53	337.95	311.867	389.116	357.451	389.157	357.479
945.0	322.75247	310.42096	319.2811	310.4418	323.7687	310.49338	323.8758	310.50574	322.75247	310.49603	322.75247	310.421	375.03546	369.5353	374.99106	369.5537	337.108	311.868	338.476	313.96	338.254	311.724	338.261	311.731	338.159	311.533	337.951	311.869	389.14	357.483	389.181	357.51
946.0	322.75247	310.42096	319.2811	310.4418	323.7687	310.49338	323.8758	310.50574	322.75247	310.49603	322.75247	310.421	375.04062	369.55142	374.99615	369.5698	337.109	311.87	338.478	313.963	338.255	311.726	338.263	311.733	338.161	311.536	337.953	311.872	389.163	357.514	389.205	357.541
947.0	322.75247	310.42096	319.2811	310.4418	323.7687	310.49338	323.8758	310.50574	322.75247	310.49603	322.75247	310.421	375.04575	369.56747	375.00125	369.5858	337.111	311.873	338.48	313.966	338.257	311.729	338.264	311.736	338.162	311.538	337.954	311.874	389.187	357.545	389.228	357.573
948.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49603	322.75247	310.421	375.05087	369.58347	375.0063	369.6017	337.113	311.875	338.482	313.97	338.258	311.731	338.266	311.738	338.164	311.541	337.956	311.877	389.211	357.577	389.252	357.604
949.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49603	322.75247	310.421	375.05594	369.59937	375.01132	369.61758	337.114	311.878	338.484	313.973	338.26	311.734	338.267	311.741	338.166	311.543	337.958	311.88	389.234	357.608	389.276	357.635
950.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49603	322.75247	310.421	375.06097	369.6152	375.01633	369.63336	337.116	311.88	338.486	313.976	338.262	311.736	338.269	311.743	338.167	311.545	337.959	311.882	389.258	357.639	389.299	357.666
951.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49603	322.75247	310.421	375.066	369.63095	375.02127	369.64908	337.117	311.883	338.488	313.979	338.263	311.739	338.271	311.746	338.169	311.548	337.961	311.885	389.282	357.67	389.323	357.697
952.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49603	322.75247	310.421	375.07098	369.64664	375.0262	369.6647	337.119	311.885	338.489	313.982	338.265	311.741	338.272	311.748	338.17	311.55	337.962	311.887	389.305	357.701	389.346	357.728
953.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49603	322.75247	310.421	375.07596	369.66226	375.03113	369.68027	337.12	311.888	338.491	313.985	338.266	311.744	338.274	311.75	338.172	311.553	337.964	311.89	389.328	357.732	389.37	357.759
954.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49603	322.75247	310.421	375.08087	369.6778	375.036	369.69574	337.122	311.89	338.493	313.988	338.268	311.746	338.275	311.753	338.173	311.555	337.965	311.892	389.352	357.763	389.393	357.79
955.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49606	322.75247	310.421	375.0858	369.69327	375.04086	369.71118	337.123	311.893	338.495	313.991	338.269	311.748	338.277	311.755	338.175	311.558	337.967	311.895	389.375	357.794	389.416	357.821
956.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49606	322.75247	310.421	375.09067	369.70865	375.04572	369.72653	337.125	311.895	338.497	313.994	338.271	311.751	338.278	311.758	338.176	311.56	337.968	311.897	389.398	357.825	389.44	357.852
957.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49606	322.75247	310.421	375.09552	369.724	375.0505	369.7418	337.126	311.898	338.499	313.998	338.272	311.753	338.28	311.76	338.178	311.563	337.97	311.9	389.422	357.856	389.463	357.883
958.0	322.75247	310.421	319.2811	310.4418	323.7687	310.4934	323.8758	310.50577	322.75247	310.49606	322.75247	310.421	375.10034	369.73923	375.05527	369.757	337.128	311.9	338.501	314.001	338.274	311.756	338.281	311.762	338.179	311.565	337.971	311.902	389.445	357.886	389.486	357.914
959.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.8758	310.5058	322.75247	310.49606	322.75247	310.421	375.10513	369.75443	375.06003	369.77213	337.129	311.903	338.503	314.004	338.275	311.758	338.283	311.765	338.181	311.568	337.973	311.905	389.468	357.917	389.509	357.945
960.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.8758	310.5058	322.75247	310.49606	322.75247	310.421	375.1099	369.76953	375.06476	369.7872	337.131	311.905	338.504	314.007	338.277	311.76	338.284	311.767	338.182	311.57	337.974	311.907	389.491	357.948	389.532	357.975
961.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.8758	310.5058	322.75247	310.49606	322.75247	310.421	375.11465	369.78458	375.06943	369.8022	337.132	311.908	338.506	314.01	338.279	311.763	338.286	311.769	338.184	311.572	337.976	311.909	389.514	357.978	389.555	358.006
962.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.8758	310.5058	322.75247	310.49606	322.75247	310.421	375.11935	369.79953	375.0741	369.8171	337.134	311.91	338.508	314.013	338.28	311.765	338.287	311.772	338.185	311.575	337.977	311.912	389.537	358.009	389.578	358.036
963.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.8758	310.5058	322.75247	310.49606	322.75247	310.421	375.12405	369.81442	375.07874	369.83194	337.135	311.913	338.51	314.016	338.282	311.768	338.289	311.774	338.187	311.577	337.979	311.914	389.56	358.039	389.601	358.067
964.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.8758	310.5058	322.75247	310.49606	322.75247	310.421	375.12872	369.82925	375.08334	369.84674	337.137	311.915	338.512	314.019	338.283	311.77	338.29	311.776	338.188	311.58	337.98	311.917	389.583	358.07	389.624	358.098
965.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.87582	310.5058	322.75247	310.49606	322.75247	310.42102	375.13333	369.84402	375.08795	369.86145	337.138	311.918	338.514	314.022	338.284	311.772	338.292	311.779	338.19	311.582	337.982	311.919	389.605	358.1	389.647	358.128
966.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.87582	310.5058	322.75247	310.49606	322.75247	310.42102	375.13794	369.8587	375.0925	369.8761	337.14	311.92	338.515	314.025	338.286	311.775	338.293	311.781	338.191	311.584	337.983	311.922	389.628	358.131	389.669	358.158
967.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.87582	310.5058	322.7525	310.4961	322.7525	310.42102	375.14255	369.87335	375.09705	369.89066	337.141	311.922	338.517	314.028	338.287	311.777	338.295	311.783	338.193	311.587	337.985	311.924	389.651	358.161	389.692	358.189
968.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.87582	310.5058	322.7525	310.4961	322.7525	310.42102	375.1471	369.8879	375.10153	369.90515	337.143	311.925	338.519	314.031	338.289	311.779	338.296	311.786	338.194	311.589	337.986	311.927	389.673	358.191	389.715	358.219
969.0	322.75247	310.421	319.2811	310.4418	323.7687	310.49344	323.87582	310.5058	322.7525	310.4961	322.7525	310.42102	375.1516	369.90237	375.10602	369.9196	337.144	311.927	338.521	314.034	338.29	311.782	338.298	311.788	338.196	311.592	337.988	311.929	389.696	358.222	389.737	358.249
